MemberNumber,DateJoined,PoliticallyExposedPerson,SecondACHolderPoliticallyExposedPerson,AccountStatus,AccountType,IntendedPurposeOfBusinessRelationship,AssetsHeldInAccount,TransactionVolumesLastQuarter,LengthOfBusinessRelationship,QualityOfCDDOnFile,CountryOfResidence_BasedOnMemberActiveAddress,SecondACHolderCountryOfResidence,FundsChannelIn,FundsChannelOut,DestinationOfFunds,SourceOfWealth,SecondACHolderSourceOfWealth,SourceOfFunds,SecondACHolderSourceOfFunds,ExpextedMonthlyLodgement,SecondACHolderExpextedMonthlyLodgement,EmploymentStatus,SecondACHolderEmploymentStatus,Occupation,SecondACHolderOccupation,BeneficialOwner,PrimaryServiceUsed,AccountActivity,OtherRiskFactors
161,11-05-77,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Employed Full-time            ,,Transfer,,,,,
162,21/11/1969,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Inheritance,,,,Retired                       ,,Transfer,,,,,
1000000089,24/10/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
164,24/03/1983,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Employed Full-time            ,,Retired,,,,,
165,10-07-67,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Pension - state,Pension - state,,,Retired                       ,Retired                       ,Retired,Retired,,,,
166,05-08-82,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000000090,04-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
168,13/10/1967,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
169,18/11/1972,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
170,07-02-71,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Pension - state,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
171,01-06-76,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000000091,07-12-00,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
173,27/06/1970,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Housewife                     ,,Transfer,,,,,
174,20/10/1967,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
1000000092,05-11-90,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000093,22/04/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000094,04-07-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000095,04-09-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
179,21/10/1967,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Self Employed                 ,,Transfer,,,,,
1000000096,04-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000097,30/05/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000098,15/04/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
183,11-03-67,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Unemployed                    ,,Transfer,,,,,
1000000099,03-06-76,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000000100,04-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000101,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000102,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
188,05-05-72,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Office,,,,,
189,12-05-69,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
190,23/03/1985,No,No,Active,Joint,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Savings,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
191,09-11-71,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Inheritance,,,,Unemployed                    ,,Transfer,,,,,
1000000103,04-07-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
193,23/03/1985,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Clerical,,,,,
194,28/01/1977,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Unemployment Benefit,,,,Retired                       ,,Transfer,,,,,
1000000104,12-08-88,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000105,10-04-74,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000000106,06-09-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000107,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
199,23/01/1971,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Unemployed                    ,,Transfer,,,,,
1000000108,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
201,28/01/1977,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
202,13/09/1974,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Part-time Job,,,,Self Employed                 ,,Transfer,,,,,
1000000109,07-11-19,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
204,25/03/1985,No,,Active,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,Linda Donoghue/Caroline Connelly,,,
205,21/10/1978,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Retired                       ,,Transfer,,,,,
206,01-09-81,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
207,23/01/1986,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Unemployed                    ,Unemployed                    ,Transfer,Transfer,,,,
1000000110,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000111,28/07/2000,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
210,15/01/1971,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Transfer,,,,,
1000000112,07-12-00,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000113,04-09-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000114,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000115,07-12-00,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
215,01-06-68,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Unemployed                    ,,Transfer,,,,,
216,23/01/1986,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Retired                       ,,Transfer,,,,,
217,31/01/1970,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Employed Full-time            ,,Transfer,,,,,
218,09-08-72,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Unemployed                    ,,Transfer,,,,,
219,31/01/1970,No,,Deceased,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Unemployed                    ,,Transfer,,,,,
220,10-04-74,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Self Employed                 ,,Farmer (owner),,,,,
1000000116,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
222,02-02-80,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
223,28/03/1985,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000000117,04-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
225,01-06-70,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000000118,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
227,01-10-81,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Housewife                     ,,Transfer,,,,,
1000000119,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000120,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
230,01-09-70,No,No,Deceased,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,,Transfer,Transfer,,,,
1000000121,15/04/1988,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000122,16/05/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000123,11-11-96,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000124,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000125,04-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
236,08-01-75,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
237,02-03-68,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Employed Full-time            ,,Transfer,,,,,
238,02-03-68,No,No,Active,Joint,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Pension - state,Pension - state,,,Retired                       ,Retired                       ,Retired,Retired,,,,
1000000126,02-06-70,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000000127,07-12-00,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000128,06-04-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
242,23/01/1986,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
243,02-09-68,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
1000000129,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000130,02-10-68,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
246,01-09-70,No,No,Deceased,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Unemployed                    ,Unemployed                    ,Transfer,Transfer,,,,
1000000131,21/04/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
248,23/01/1986,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
249,11-05-75,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
250,29/03/1985,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000000132,18/08/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000133,04-11-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
253,23/02/1968,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Pension - state,Pension - state,,,Retired                       ,Retired                       ,Transfer,Transfer,,,,
1000000134,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000135,04-09-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000136,08-12-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000137,24/06/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000138,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
259,31/01/1970,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Pension - state,,,,Retired                       ,Retired                       ,Transfer,Transfer,,,,
260,14/02/1976,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Employed Full-time            ,,Transfer,,,,,
1000000139,04-08-88,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
262,02-08-80,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Self Employed                 ,,Transfer,,,,,
263,30/05/1975,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000000140,12-03-71,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000000141,12-08-88,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000142,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
268,25/01/1986,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000000143,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
270,16/06/1972,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Employed Full-time            ,,Transfer,,,,,
1000000144,18/02/1978,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000000145,04-09-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000146,21/04/1988,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000147,04-05-68,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
276,04-05-68,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
277,17/09/1971,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
278,02-08-80,No,,Active,Single Adult,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Employed Full-time            ,,Transfer,,,,,
1000000148,08-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
280,04-07-72,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
1000000149,20/02/1970,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000000150,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
283,06-03-78,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
284,11-04-78,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - work,,,,Employed Part-time            ,,Services,,,,,
285,07-10-70,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Self Employed                 ,,Transfer,,,,,
1000000151,05-06-97,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
287,11-04-78,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
288,11-10-78,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000000152,12-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000153,04-07-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000154,04-08-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
292,18/11/1977,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Construction,,,,,
293,23/01/1971,No,,Deceased,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Employed Full-time            ,,Transfer,,,,,
294,03-02-84,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,,,Transfer,,,,,
295,15/06/1968,No,,Active,Single Adult,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Unemployed                    ,,Transfer,,,,,
1000000155,04-07-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000156,04-07-88,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000000157,07-11-19,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
300,07-05-68,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
301,30/07/1971,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Retired                       ,,Transfer,,,,,
302,07-12-68,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
303,20/07/1968,No,No,Dormant,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
304,20/07/1968,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Unemployed                    ,,Transfer,,,,,
305,18/11/1971,No,,Active,Single Adult,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
306,11-10-78,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
307,16/01/1981,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Unemployed                    ,,Transfer,,,,,
1000000158,02-08-80,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
