Account Number,Account Type,Employment Status,Employment Position,Age,Nationality,Account Status,Risk Code,Date Joined
1633,SINGLE,UNEMPLOYED,JOBSEEKERS ALLOWANCE,59,IRISH,ACTIVE,HI,22-Jun-90
1638,SINGLE,EMPLOYED FULL-TIME,CLEANER / BUS ESCORT,69,IRISH,ACTIVE,LO,26-Sep-81
1641,SINGLE,UNEMPLOYED,VETOS 2ND YR,49,IRISH,ACTIVE,LO,25-Jun-90
1646,SINGLE,RETIRED,STATE PENSION,84,IRISH,ACTIVE,LO,27-Sep-89
1653,SINGLE,UNEMPLOYED,DISABILITY,50,IRISH,ACTIVE,LO,10-Oct-81
1657,SINGLE,EMPLOYED FULL-TIME,SHOP ASSISTANT,57,IRISH,ACTIVE,LO,13-Oct-81
1665,SINGLE,RETIRED,STATE PENSION,91,IRISH,ACTIVE,LO,05-Sep-70
1670,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,59,IRISH,ACTIVE,LO,23-Oct-81
1678,SINGLE,EMPLOYED FULL-TIME,COSMETIC INSPECTOR,58,IRISH,ACTIVE,LO,27-Oct-81
1698,SINGLE,SELF EMPLOYED,BUILDER,61,IRISH,ACTIVE,LO,20-Feb-06
1701,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,62,IRISH,ACTIVE,LO,26-Sep-70
1706,SINGLE,RETIRED,STATE PENSION,74,IRISH,ACTIVE,LO,02-Oct-70
1720,SINGLE,RETIRED,STATE PENSIONER NON CONTRIBUTORY,73,IRISH,ACTIVE,LO,04-Dec-81
1722,SINGLE,RETIRED,STATE PENSION,78,IRISH,ACTIVE,LO,10-Oct-70
1726,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT,51,IRISH,ACTIVE,LO,28-Jan-93
1728,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,69,IRISH,ACTIVE,LO,24-Mar-79
1729,SINGLE,EMPLOYED FULL-TIME,PROCESS OPERATOR,63,IRISH,ACTIVE,LO,03-Jul-90
1733,SINGLE,EMPLOYED PART-TIME,CHIROPRACTOR,60,IRISH,ACTIVE,LO,04-Jan-82
1747,SINGLE,RETIRED,STATE PENSION,81,IRISH,ACTIVE,LO,20-Nov-70
1749,SINGLE,EMPLOYED FULL-TIME,SHOP ASSITANT,61,IRISH,ACTIVE,LO,15-Jan-82
1750,SINGLE,SELF EMPLOYED,DRESSMAKER,78,IRISH,ACTIVE,LO,15-Jan-82
1756,SINGLE,DISABILITY,ILLNESS BENEFIT,67,IRISH,ACTIVE,LO,05-Jul-90
1765,SINGLE,EMPLOYED FULL-TIME,TAXI DRIVER RAPID CABS,77,IRISH,ACTIVE,LO,01-Jan-71
1767,SINGLE,RETIRED,STATE PENSION,76,IRISH,ACTIVE,LO,15-Jan-82
1772,SINGLE,EMPLOYED PART-TIME,NURSE,42,IRISH,ACTIVE,LO,08-Dec-03
1773,SINGLE,DISABILITY,STATE PENSION NON CONT,66,IRISH,ACTIVE,LO,02-Jan-71
1775,SINGLE,Not Available,Not Available,45,IRISH,ACTIVE,LO,16-Jan-82
1777,SINGLE,Not Available,Not Available,64,IRISH,ACTIVE,LO,16-Jan-82
1779,SINGLE,UNEMPLOYED,JOB SEEKER,70,IRISH,CHOFF,LO,16-Jan-82
1781,SINGLE,RETIRED,CIVIL SERVICE PENSION,77,IRISH,ACTIVE,LO,09-Jan-71
1793,SINGLE,RETIRED,PENSION/HOMEMAKER,73,IRISH,ACTIVE,LO,22-Jan-82
1794,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,54,IRISH,ACTIVE,LO,22-Jan-82
1799,SINGLE,RETIRED,RETIRED,71,IRISH,ACTIVE,LO,23-Jan-82
1801,SINGLE,RETIRED,STATE PENSION,72,IRISH,ACTIVE,LO,23-Jan-71
1803,SINGLE,Not Available,Not Available,35,IRISH,ACTIVE,LO,06-Jul-90
1809,SINGLE,EMPLOYED FULL-TIME,WAREHOUSE OPERATOR,33,IRISH,ACTIVE,LO,06-Jul-90
1813,SINGLE,EMPLOYED PART-TIME,MAINTENANCE,69,IRISH,ACTIVE,LO,29-Jan-82
1814,SINGLE,RETIRED,PENSIONER,69,IRISH,ACTIVE,LO,29-Jan-82
1815,SINGLE,Not Available,Not Available,57,IRISH,ACTIVE,LO,06-Jul-90
1818,SINGLE,UNEMPLOYED,DEPENDANT ADULT ON SPOUSE S/WELFARE,59,IRISH,ACTIVE,LO,07-Sep-98
1827,SINGLE,EMPLOYED PART-TIME,EMERALD CARGO SYSEMS LTD,67,IRISH,ACTIVE,LO,20-Mar-71
1835,SINGLE,EMPLOYED FULL-TIME,Not Available,48,IRISH,ACTIVE,LO,06-Jul-90
1837,SINGLE,EMPLOYED FULL-TIME,H/WIFE,77,IRISH,ACTIVE,LO,05-Feb-82
1838,SINGLE,Not Available,Not Available,91,IRISH,DECEASED,LO,19-Mar-71
1839,SINGLE,RETIRED,DEPENDANT ADULT ON HUSBANDS PENSION,84,IRISH,ACTIVE,LO,19-Mar-71
1841,SINGLE,EMPLOYED FULL-TIME,FACTORY WORK,58,IRISH,ACTIVE,LO,06-Feb-82
1845,SINGLE,RETIRED,Not Available,74,IRISH,ACTIVE,LO,08-Feb-82
1846,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,52,IRISH,ACTIVE,LO,08-Feb-82
1854,SINGLE,SELF EMPLOYED,Engineer,51,IRISH,ACTIVE,LO,13-Feb-82
1860,SINGLE,RETIRED,STATE PENSION CONT,75,IRISH,ACTIVE,LO,26-Mar-71
1869,SINGLE,EMPLOYED FULL-TIME,DEMAND PLANNING MANAGER,50,IRISH,ACTIVE,LO,10-Jul-90
1874,SINGLE,Not Available,Not Available,53,IRISH,ACTIVE,LO,10-Jul-90
1880,SINGLE,EMPLOYED FULL-TIME,TECH MAINTANIENCE,56,IRISH,ACTIVE,LO,13-Jul-90
1881,SINGLE,RETIRED,RETIRED,76,IRISH,ACTIVE,LO,13-Jul-90
1885,SINGLE,RETIRED,Not Available,71,IRISH,ACTIVE,LO,06-Mar-82
1887,SINGLE,Not Available,Not Available,90,IRISH,ACTIVE,LO,17-Apr-71
1888,SINGLE,SELF EMPLOYED,CONTRACT WITH CIE,73,IRISH,ACTIVE,LO,13-Jul-90
1890,SINGLE,Not Available,POSTMAN,64,IRISH,ACTIVE,LO,06-Mar-82
1894,SINGLE,EMPLOYED FULL-TIME,ACCOUNTS ADMINISTRATOR,61,IRISH,ACTIVE,LO,13-Jul-90
1897,SINGLE,RETIRED,Not Available,73,IRISH,ACTIVE,LO,30-Apr-71
1916,SINGLE,Not Available,Not Available,63,IRISH,ACTIVE,LO,26-Mar-82
1917,SINGLE,EMPLOYED FULL-TIME,MANAGER,33,IRISH,ACTIVE,LO,18-Jul-90
1921,SINGLE,RETIRED,PAYROLL ADMIN,71,IRISH,ACTIVE,LO,14-May-71
1924,SINGLE,RETIRED,P/T HORSE TRAINER,57,IRISH,ACTIVE,LO,17-Aug-18
1926,SINGLE,RETIRED,PENSIONER,66,IRISH,ACTIVE,LO,27-Mar-82
1930,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,51,IRISH,ACTIVE,LO,20-Jul-90
1934,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,64,IRISH,ACTIVE,LO,02-Apr-82
1945,SINGLE,RETIRED,STATE PENSION DEP.ADULT,75,IRISH,ACTIVE,LO,25-Jun-71
1950,SINGLE,EMPLOYED PART-TIME,SPECIAL NEEDS ASSISTANT,62,IRISH,ACTIVE,LO,10-Apr-82
1956,SINGLE,EMPLOYED PART-TIME,HOUSEHOLD AND CATERER,60,IRISH,ACTIVE,LO,20-Jul-90
1959,SINGLE,Not Available,FACTORY WORKER,58,IRISH,ACTIVE,LO,20-Jul-90
1963,SINGLE,RETIRED,CIVIL SERVICE PENSION,69,IRISH,ACTIVE,LO,16-Apr-82
1964,SINGLE,SELF EMPLOYED,ENGINEER,74,IRISH,ACTIVE,LO,13-Aug-71
1966,SINGLE,EMPLOYED PART-TIME,FAS COURSE,80,IRISH,CHOFF,LO,16-Jul-71
1981,SINGLE,UNEMPLOYED,HOME-CARER FOR SON,59,IRISH,ACTIVE,LO,23-Apr-82
1986,SINGLE,EMPLOYED FULL-TIME,TRAINEE HAIRDRESSER,43,IRISH,ACTIVE,LO,23-Jul-90
1987,SINGLE,Not Available,Not Available,71,IRISH,ACTIVE,LO,21-Aug-71
1994,SINGLE,RETIRED,PENSION,81,IRISH,ACTIVE,LO,20-Aug-71
2001,SINGLE,EMPLOYED FULL-TIME,CO-ORDINATOR,72,IRISH,ACTIVE,LO,14-May-82
2002,SINGLE,EMPLOYED FULL-TIME,CONSULTANT,42,IRISH,ACTIVE,LO,14-May-82
2014,SINGLE,RETIRED,STATE PENSION,75,IRISH,ACTIVE,LO,10-Sep-71
2025,SINGLE,Not Available,Not Available,91,IRISH,ACTIVE,LO,17-Sep-71
2027,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,37,IRISH,ACTIVE,LO,25-Jul-90
2029,SINGLE,UNEMPLOYED,CARER FOR HUSBAND,75,IRISH,ACTIVE,LO,17-Sep-71
2031,SINGLE,EMPLOYED FULL-TIME,DOG WARDEN,77,IRISH,ACTIVE,LO,18-Sep-71
2032,SINGLE,RETIRED,STATE PENSION,79,IRISH,ACTIVE,LO,28-May-82
2035,SINGLE,Not Available,Not Available,81,IRISH,ACTIVE,LO,18-Sep-71
2037,SINGLE,EMPLOYED PART-TIME,MACHINE OPERATOR,66,IRISH,ACTIVE,LO,04-Jun-82
2046,SINGLE,Not Available,Not Available,58,IRISH,ACTIVE,LO,05-Jun-82
2055,SINGLE,EMPLOYED FULL-TIME,STOCK CONTROLLER,70,IRISH,CHOFF,LO,21-Aug-71
2061,SINGLE,Not Available,Not Available,69,IRISH,ACTIVE,LO,27-Jul-90
2062,SINGLE,DISABILITY,DISABILITY,74,IRISH,ACTIVE,LO,12-Jun-82
2065,SINGLE,RETIRED,RETIRED HEADMASTER JNR SCHOOL,73,IRISH,ACTIVE,LO,08-Jan-72
2070,SINGLE,UNEMPLOYED,UNEMPLOYED,72,IRISH,ACTIVE,LO,08-Jan-72
2077,SINGLE,RETIRED,PENSIONER,81,IRISH,ACTIVE,LO,18-Jan-72
2079,SINGLE,RETIRED,STATE PENSION,80,IRISH,ACTIVE,LO,08-Jan-72
2082,SINGLE,RETIRED,RETIRED,75,IRISH,ACTIVE,LO,30-Jul-90
2083,SINGLE,EMPLOYED PART-TIME,CLEANER,75,IRISH,ACTIVE,LO,31-Jul-90
2095,SINGLE,RETIRED,STATE PENSION,75,IRISH,ACTIVE,LO,02-Jul-82
2104,SINGLE,EMPLOYED FULL-TIME,OFFICE ADMIN SWIFT PRINT,60,IRISH,ACTIVE,LO,31-Jul-90
2106,SINGLE,EMPLOYED PART-TIME,GEN OPERATIVE,71,IRISH,CHOFF,LO,29-Jan-72
2108,SINGLE,RETIRED,TEACHER,81,IRISH,ACTIVE,LO,09-Jul-82
2112,SINGLE,RETIRED,STATE PENSION,79,IRISH,ACTIVE,LO,09-Jul-82
2121,SINGLE,RETIRED,RETIRED,83,IRISH,ACTIVE,LO,18-Feb-72
2122,SINGLE,EMPLOYED PART-TIME,PA FOR DISABLED PEOPLE,55,IRISH,ACTIVE,LO,12-Jul-82
2125,SINGLE,EMPLOYED FULL-TIME,NAT TRAINING CO - ORD,60,IRISH,ACTIVE,LO,09-Jul-82
2129,SINGLE,EMPLOYED FULL-TIME,CIVIL SERVANT,62,IRISH,ACTIVE,LO,16-Jul-82
2135,SINGLE,Not Available,Not Available,85,IRISH,ACTIVE,LO,16-Mar-72
2140,SINGLE,RETIRED,RETIRED,69,IRISH,ACTIVE,LO,16-Jul-82
2153,SINGLE,Not Available,CLOVER MEATS,89,IRISH,ACTIVE,LO,15-Apr-72
2158,SINGLE,UNEMPLOYED,ONE PARENT,34,IRISH,ACTIVE,LO,01-Aug-90
2159,SINGLE,RETIRED,STATE PENSION,80,IRISH,ACTIVE,LO,22-Apr-72
2162,SINGLE,RETIRED,WIDOW,75,IRISH,ACTIVE,LO,24-Jul-82
2166,SINGLE,EMPLOYED FULL-TIME,CLERICAL,63,IRISH,ACTIVE,LO,30-Jul-82
2170,SINGLE,EMPLOYED FULL-TIME,MANAGER,67,IRISH,ACTIVE,LO,31-Jul-82
2171,SINGLE,RETIRED,STATE PENSION,85,IRISH,ACTIVE,LO,13-May-72
2172,SINGLE,EMPLOYED FULL-TIME,Not Available,58,IRISH,ACTIVE,LO,06-Aug-82
2183,SINGLE,RETIRED,PENSIONER,83,IRISH,ACTIVE,LO,02-Jun-72
2188,SINGLE,EMPLOYED FULL-TIME,SECRETARY/ DIRECTOR,51,IRISH,ACTIVE,LO,14-Aug-82
2189,SINGLE,RETIRED,Not Available,81,IRISH,ACTIVE,LO,14-Jul-80
2194,SINGLE,DISABILITY,DISABILITY,56,IRISH,ACTIVE,LO,01-Aug-90
2196,SINGLE,RETIRED,STATE PENSION CONT + LAA +TSA,79,IRISH,ACTIVE,LO,09-Jun-72
2204,SINGLE,RETIRED,PENSION,70,IRISH,ACTIVE,LO,18-Mar-77
2206,SINGLE,RETIRED,PENSIONER,76,IRISH,ACTIVE,LO,21-Aug-82
2220,SINGLE,EMPLOYED FULL-TIME,WAREHOUSE MANAGER,50,IRISH,ACTIVE,LO,03-Aug-90
2222,SINGLE,UNEMPLOYED,HOUSEWIFE,72,IRISH,ACTIVE,LO,23-Aug-82
2226,SINGLE,EMPLOYED PART-TIME,SHOP ASSISTANT,59,IRISH,ACTIVE,LO,27-Aug-82
2229,SINGLE,UNEMPLOYED,O,75,IRISH,ACTIVE,LO,27-Aug-82
2247,SINGLE,RETIRED,STATE PENSION,77,IRISH,ACTIVE,LO,08-Aug-90
2254,SINGLE,EMPLOYED FULL-TIME,RECEPTION/ADMIN,58,IRISH,ACTIVE,LO,03-Sep-82
2256,SINGLE,Not Available,Not Available,70,IRISH,ACTIVE,LO,03-Sep-82
2264,SINGLE,EMPLOYED FULL-TIME,TEACHER,42,IRISH,ACTIVE,LO,06-Sep-82
2276,SINGLE,UNEMPLOYED,CARPENTER-BACK TO EMPLOYMENT ALLOW,42,IRISH,ACTIVE,LO,10-Aug-90
2277,SINGLE,EMPLOYED PART-TIME,CLEANER,58,IRISH,ACTIVE,LO,10-Aug-90
2278,SINGLE,EMPLOYED PART-TIME,COUNCELLOR,67,IRISH,ACTIVE,LO,10-Aug-90
2281,SINGLE,EMPLOYED FULL-TIME,MUSGRAVES CASH & CARRY,53,IRISH,ACTIVE,LO,11-Sep-82
2288,SINGLE,Not Available,Not Available,88,IRISH,ACTIVE,LO,10-Aug-90
2294,SINGLE,DISABILITY,INVALIDITY PENSION,76,IRISH,ACTIVE,LO,17-Jan-78
2301,SINGLE,EMPLOYED FULL-TIME,DISPENSER,60,IRISH,ACTIVE,LO,17-Sep-82
2302,SINGLE,RETIRED,RETIRED,86,IRISH,ACTIVE,LO,17-Sep-82
2305,SINGLE,EMPLOYED PART-TIME,PAYROLL COMMUNITY CARE,59,IRISH,ACTIVE,LO,10-Aug-90
2308,SINGLE,DISABILITY,INVALIDITY PENSION,69,IRISH,ACTIVE,LO,16-Feb-73
2311,SINGLE,RETIRED,Not Available,74,IRISH,ACTIVE,LO,16-Feb-73
2314,SINGLE,EMPLOYED PART-TIME,SALES ASST/CUSTOMER SERVICES,63,IRISH,ACTIVE,LO,24-Sep-82
2321,SINGLE,EMPLOYED FULL-TIME,Not Available,51,IRISH,ACTIVE,LO,14-Aug-90
2322,SINGLE,Not Available,Not Available,82,IRISH,ACTIVE,LO,27-Sep-82
2324,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,71,IRISH,ACTIVE,LO,02-Mar-73
2326,SINGLE,Not Available,4 DAYS WEEK,71,IRISH,ACTIVE,LO,16-Mar-73
2327,SINGLE,RETIRED,Not Available,71,IRISH,ACTIVE,LO,24-Mar-73
2330,SINGLE,RETIRED,DEPENDANT ADULT,74,IRISH,ACTIVE,LO,04-Oct-82
2338,SINGLE,EMPLOYED FULL-TIME,MECHANIC,68,IRISH,ACTIVE,LO,09-Oct-82
2340,SINGLE,EMPLOYED FULL-TIME,CATERING ASSISTANT,69,IRISH,ACTIVE,LO,09-Oct-82
2347,SINGLE,EMPLOYED FULL-TIME,SALES DIRECTOR,62,IRISH,ACTIVE,LO,15-Aug-90
2348,SINGLE,RETIRED,STATE PENSION,83,IRISH,ACTIVE,LO,11-Oct-82
2351,SINGLE,RETIRED,Not Available,77,IRISH,ACTIVE,LO,26-Jun-87
2352,SINGLE,UNEMPLOYED,JOB SEEKER,36,IRISH,ACTIVE,LO,30-Sep-10
2354,SINGLE,EMPLOYED PART-TIME,OFFICE CLERK,56,IRISH,ACTIVE,LO,16-Aug-90
2356,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,61,IRISH,ACTIVE,LO,15-Oct-82
2361,SINGLE,EMPLOYED FULL-TIME,ASSISTANT EDITOR,47,IRISH,ACTIVE,LO,22-Oct-82
2365,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,66,IRISH,ACTIVE,LO,23-Oct-82
2367,SINGLE,RETIRED,STATE PENSION,71,IRISH,ACTIVE,LO,27-Feb-14
2371,SINGLE,UNEMPLOYED,JOB SEEKER ALLOWANCE,59,IRISH,ACTIVE,LO,18-Aug-73
2373,SINGLE,DISABILITY,INVALIDITY INCOME S/WELFARE,58,IRISH,ACTIVE,LO,23-Jul-91
2382,SINGLE,RETIRED,RETIRED PENSION,79,IRISH,ACTIVE,LO,21-Jul-78
2387,SINGLE,EMPLOYED FULL-TIME,DRIVER,73,IRISH,ACTIVE,LO,08-Nov-82
2389,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,59,IRISH,ACTIVE,LO,12-Nov-82
2392,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATVE,55,IRISH,ACTIVE,LO,22-Sep-73
2398,SINGLE,DISABILITY,DISABILITY,68,IRISH,ACTIVE,LO,15-Nov-82
2399,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT,53,IRISH,ACTIVE,LO,17-Aug-90
2400,SINGLE,RETIRED,Not Available,71,IRISH,CHOFF,LO,05-Oct-73
2415,SINGLE,RETIRED,STATE PENSION,72,IRISH,ACTIVE,LO,15-Dec-73
2426,SINGLE,RETIRED,Not Available,69,IRISH,ACTIVE,LO,20-Aug-90
2427,SINGLE,Not Available,HOUSEWIFE,78,IRISH,ACTIVE,LO,11-Jan-74
2429,SINGLE,Not Available,TEAM LEADER,59,IRISH,ACTIVE,LO,20-Aug-90
2437,SINGLE,EMPLOYED PART-TIME,OFFICE WORKER,58,IRISH,ACTIVE,LO,31-Dec-82
2447,SINGLE,EMPLOYED FULL-TIME,ADMIN CLERICAL,53,IRISH,ACTIVE,LO,21-Aug-90
2450,SINGLE,EMPLOYED FULL-TIME,SALES ASSISTANT,59,IRISH,ACTIVE,LO,07-Jan-83
2455,SINGLE,RETIRED,STATE PENSION,76,IRISH,ACTIVE,LO,08-Mar-74
2457,SINGLE,UNEMPLOYED,JOB SEEKER,73,IRISH,ACTIVE,LO,21-Aug-90
2459,SINGLE,EMPLOYED FULL-TIME,PERSONAL ASSISTANT TO C.E.O.,60,IRISH,ACTIVE,LO,08-Jan-83
2462,SINGLE,RETIRED,Not Available,80,IRISH,ACTIVE,LO,23-Mar-74
2464,SINGLE,EMPLOYED FULL-TIME,CLEANER,53,IRISH,ACTIVE,LO,21-Aug-90
2478,SINGLE,RETIRED,STATE PENSION,89,IRISH,ACTIVE,LO,03-May-74
2483,SINGLE,UNEMPLOYED,Not Available,75,IRISH,ACTIVE,LO,27-Apr-74
2484,SINGLE,RETIRED,STATE PENSION,78,IRISH,ACTIVE,LO,04-May-74
2485,SINGLE,EMPLOYED PART-TIME,CLEANER,75,IRISH,ACTIVE,LO,24-Aug-90
2507,SINGLE,EMPLOYED PART-TIME,ASSISTANT,53,IRISH,ACTIVE,LO,24-Aug-90
2510,SINGLE,Not Available,SUPERVISOR,55,IRISH,CHOFF,LO,15-Jan-83
2518,SINGLE,RETIRED,HOUSEWIFE,94,IRISH,ACTIVE,LO,24-Aug-74
2521,SINGLE,EMPLOYED FULL-TIME,CERICAL OFFICER,59,IRISH,ACTIVE,LO,15-Jan-83
2531,SINGLE,RETIRED,STATE PENSION,87,IRISH,ACTIVE,LO,17-Jan-83
2541,SINGLE,RETIRED,STATE PENSION,82,IRISH,ACTIVE,LO,02-Aug-74
2543,SINGLE,EMPLOYED FULL-TIME,SPORTS & RECREATION MANAGER,71,IRISH,ACTIVE,LO,04-Oct-74
2554,SINGLE,RETIRED,Not Available,71,IRISH,ACTIVE,LO,22-Jan-83
2555,SINGLE,UNEMPLOYED,JOB SEEKERS,69,IRISH,ACTIVE,LO,25-Oct-74
2560,SINGLE,EMPLOYED FULL-TIME,CUTTING,73,IRISH,ACTIVE,LO,26-Oct-74
2562,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,57,IRISH,ACTIVE,LO,22-Jan-83
2564,SINGLE,EMPLOYED FULL-TIME,OFFICE CLERK,42,IRISH,ACTIVE,LO,28-Aug-90
2567,SINGLE,Not Available,Not Available,62,IRISH,ACTIVE,LO,22-Jan-83
2570,SINGLE,Not Available,CUSTOMER CARE,81,IRISH,ACTIVE,LO,23-Nov-74
2571,SINGLE,EMPLOYED FULL-TIME,SNA,47,IRISH,ACTIVE,LO,28-Aug-90
2576,SINGLE,Not Available,Not Available,80,IRISH,ACTIVE,LO,03-Jan-75
2582,SINGLE,EMPLOYED FULL-TIME,HR GENERAL DEPT,46,IRISH,ACTIVE,LO,28-Aug-90
2586,SINGLE,RETIRED,PENSION,81,IRISH,ACTIVE,LO,10-Jan-75
2600,SINGLE,RETIRED,RETIRED,76,IRISH,ACTIVE,LO,28-Jan-83
2603,SINGLE,Not Available,Not Available,67,IRISH,ACTIVE,LO,01-Feb-74
2607,SINGLE,DISABILITY,INVALIDITY INCOME,66,IRISH,ACTIVE,LO,08-Feb-75
2609,SINGLE,EMPLOYED FULL-TIME,BAR MAN,52,IRISH,ACTIVE,LO,30-Aug-90
2617,SINGLE,RETIRED,STATE PENSION,78,IRISH,ACTIVE,LO,21-Feb-75
2630,SINGLE,Not Available,TEACHER,44,IRISH,ACTIVE,LO,31-Aug-90
2639,SINGLE,RETIRED,PENSIONER,69,IRISH,ACTIVE,LO,05-Apr-75
2647,SINGLE,EMPLOYED FULL-TIME,SENIOR LIBRARY ASSISTANT,60,IRISH,ACTIVE,LO,12-Apr-75
2648,SINGLE,EMPLOYED FULL-TIME,TRAINER,61,IRISH,ACTIVE,LO,12-Apr-75
2679,SINGLE,EMPLOYED FULL-TIME,NURSE WRH JOB SHARE,67,IRISH,ACTIVE,LO,03-Sep-90
2683,SINGLE,RETIRED,STATE PENSION,78,IRISH,ACTIVE,LO,31-May-75
2684,SINGLE,EMPLOYED FULL-TIME,SALES ASSIST,52,IRISH,ACTIVE,LO,06-Jun-75
2693,SINGLE,UNEMPLOYED,DISBITILY BENEFIT,70,IRISH,ACTIVE,LO,05-Sep-90
2694,SINGLE,RETIRED,RETIRED,74,IRISH,ACTIVE,LO,04-Jul-75
2704,SINGLE,EMPLOYED FULL-TIME,PRESS PRINTER,68,IRISH,ACTIVE,LO,09-Aug-75
2711,SINGLE,RETIRED,Not Available,74,IRISH,ACTIVE,LO,05-Sep-90
2715,SINGLE,DISABILITY,ILLNESS BENEFIT,56,IRISH,ACTIVE,LO,29-Aug-75
2718,SINGLE,UNEMPLOYED,CHILDMINDER,68,IRISH,ACTIVE,LO,06-Jun-90
2728,SINGLE,RETIRED,PENSION,78,IRISH,ACTIVE,LO,07-Sep-90
2733,SINGLE,RETIRED,PENSIONER,76,IRISH,ACTIVE,LO,12-Sep-75
2737,JOINT,SELF EMPLOYED,TILER,56,IRISH,ACTIVE,LO,07-Sep-90
2738,SINGLE,RETIRED,Not Available,90,IRISH,ACTIVE,LO,20-Sep-75
2752,SINGLE,EMPLOYED FULL-TIME,STORE PERSON / PORTER,46,IRISH,ACTIVE,LO,07-Sep-90
2755,SINGLE,EMPLOYED FULL-TIME,SALES FLANAGANS,60,IRISH,ACTIVE,LO,21-Feb-83
2757,SINGLE,UNEMPLOYED,Not Available,61,IRISH,ACTIVE,LO,07-Sep-90
2763,SINGLE,EMPLOYED FULL-TIME,CATERING ATTENDANT,49,IRISH,ACTIVE,LO,22-Nov-75
2774,SINGLE,EMPLOYED PART-TIME,CONTRACT CLEANER,77,IRISH,ACTIVE,LO,10-Jan-76
2775,SINGLE,RETIRED,WIDOWS PENSION,75,IRISH,ACTIVE,LO,11-Sep-90
2776,SINGLE,EMPLOYED PART-TIME,CANTEEN ASSISTANT,76,IRISH,ACTIVE,LO,25-Feb-83
2786,SINGLE,SELF EMPLOYED,COMPANY OWNER,58,IRISH,ACTIVE,LO,26-Feb-83
2788,SINGLE,EMPLOYED FULL-TIME,WARD SISTER,52,IRISH,ACTIVE,LO,12-Sep-90
2789,SINGLE,EMPLOYED FULL-TIME,ADMINISTRATOR,58,IRISH,ACTIVE,LO,28-Feb-83
2795,SINGLE,RETIRED,PENSION,75,IRISH,ACTIVE,LO,13-Sep-90
2800,SINGLE,RETIRED,STATE PENSION CONTRIBUTORY,74,IRISH,ACTIVE,LO,14-Sep-84
2812,SINGLE,EMPLOYED FULL-TIME,MACHINE OPERATOR,47,IRISH,ACTIVE,LO,14-Sep-90
2821,SINGLE,Not Available,RELIEF TEACHER,72,IRISH,ACTIVE,LO,31-Mar-83
2825,SINGLE,EMPLOYED PART-TIME,Not Available,52,IRISH,ACTIVE,LO,14-Sep-90
2834,SINGLE,EMPLOYED FULL-TIME,MID-WIFE,59,IRISH,ACTIVE,LO,03-Feb-98
2852,SINGLE,RETIRED,STATE PENSION,74,IRISH,ACTIVE,LO,22-May-76
2853,SINGLE,RETIRED,Not Available,68,IRISH,ACTIVE,LO,21-May-76
2859,SINGLE,RETIRED,PENSIONER,79,IRISH,ACTIVE,LO,05-Jun-76
2865,SINGLE,RETIRED,STATE PENSION,72,IRISH,ACTIVE,LO,12-Jun-76
2869,SINGLE,EMPLOYED FULL-TIME,STAFF MIDWIFE,68,IRISH,ACTIVE,LO,15-Apr-83
2873,SINGLE,RETIRED,PENSION,88,IRISH,ACTIVE,LO,17-Jul-76
2878,SINGLE,Not Available,BEAUTY THERIPIS,55,IRISH,ACTIVE,LO,22-Apr-83
2887,SINGLE,RETIRED,STATE PENSION,75,IRISH,ACTIVE,LO,14-Sep-90
2901,SINGLE,RETIRED,RETIRED,72,IRISH,ACTIVE,LO,04-Sep-76
2907,SINGLE,EMPLOYED FULL-TIME,GREENKEEPER,49,IRISH,ACTIVE,LO,17-Sep-90
2917,SINGLE,Not Available,BAR MANAGER,58,IRISH,ACTIVE,LO,17-Sep-90
2924,SINGLE,RETIRED,STATE PENSION,77,IRISH,ACTIVE,LO,07-May-83
2929,SINGLE,EMPLOYED PART-TIME,FLORIST,57,IRISH,ACTIVE,LO,09-May-83
2932,SINGLE,EMPLOYED PART-TIME,ST.ANNES NS KILMACTHOMAS,53,IRISH,ACTIVE,LO,09-May-83
2934,SINGLE,RETIRED,STATE PENSION,82,IRISH,ACTIVE,LO,20-Sep-90
2935,SINGLE,EMPLOYED PART-TIME,WATERFORD TAXIS,49,IRISH,ACTIVE,LO,15-Oct-76
2941,SINGLE,EMPLOYED FULL-TIME,TEACHER,68,IRISH,ACTIVE,LO,13-May-83
2947,SINGLE,EMPLOYED FULL-TIME,EFFGEN IRL LTD,67,IRISH,ACTIVE,LO,23-Oct-76
