Account Number,Financial Month,Date,Transaction No,Transaction Type,Trans Type Category,Transaction Note,Trans In Amount ,Trans Out Amount
32792,23-Dec,24-Dec-23,47036531,MP03,POS,Not Available,0,-20.15
32792,23-Dec,24-Dec-23,47036763,MP03,POS,Not Available,0,-5.5
32792,23-Dec,24-Dec-23,47036776,MP03,POS,Not Available,0,-1
32792,23-Dec,24-Dec-23,47036777,MP03,POS,Not Available,0,-3
32792,23-Dec,24-Dec-23,47036778,MP03,POS,Not Available,0,-4.5
32792,23-Dec,24-Dec-23,47036779,MP03,POS,Not Available,0,-4.5
32792,23-Dec,24-Dec-23,47036780,MP03,POS,Not Available,0,-4.5
32792,23-Dec,24-Dec-23,47037163,MP03,POS,Not Available,0,-29.9
32792,23-Dec,25-Dec-23,47037600,MP03,POS,Not Available,0,-46.5
32792,23-Dec,25-Dec-23,47037647,MP03,POS,Not Available,0,-4.4
32792,23-Dec,25-Dec-23,47037977,MP03,POS,Not Available,0,-4.5
32792,23-Dec,25-Dec-23,47037996,MP03,POS,Not Available,0,-10
32792,23-Dec,25-Dec-23,47038000,MP03,POS,Not Available,0,-10
32792,23-Dec,25-Dec-23,47038233,MP02,ATM TRANSACTIONS,Not Available,0,-20
32792,23-Dec,26-Dec-23,47039005,MP03,POS,Not Available,0,-15.54
32792,23-Dec,26-Dec-23,47039106,MP03,POS,Not Available,0,-4.5
32792,23-Dec,26-Dec-23,47039117,MP03,POS,Not Available,0,-10
32792,23-Dec,26-Dec-23,47039118,MP04,POS,Not Available,0,-5.01
32792,23-Dec,26-Dec-23,47039119,MP03,POS,Not Available,0,-5
32792,23-Dec,26-Dec-23,47039120,MP03,POS,Not Available,0,-5
32792,23-Dec,26-Dec-23,47039212,MP03,POS,Not Available,0,-13.39
32792,23-Dec,26-Dec-23,47039487,MP03,POS,Not Available,0,-0.9
32792,23-Dec,26-Dec-23,47039489,MP03,POS,Not Available,0,-8.5
32792,23-Dec,26-Dec-23,47039510,MP03,POS,Not Available,0,-1.9
32792,23-Dec,26-Dec-23,47039514,MP03,POS,Not Available,0,-6.3
32792,23-Dec,27-Dec-23,47040094,WIFR,WEB,Not Available,40,-40
32792,23-Dec,28-Dec-23,47041390,SCR,EFT,Not Available,381.51,0
32792,23-Dec,28-Dec-23,47043268,WIFR,WEB,Not Available,200,-200
32792,23-Dec,29-Dec-23,47045422,MP03,POS,Not Available,0,-5.5
32792,23-Dec,29-Dec-23,47045572,MP04,POS,Not Available,0,-5.99
32792,23-Dec,29-Dec-23,47045578,MP03,POS,Not Available,0,-12
32792,23-Dec,30-Dec-23,47047802,MP04,POS,Not Available,0,-14.99
32792,23-Dec,30-Dec-23,47047922,MP04,POS,Not Available,0,-10.99
32792,23-Dec,30-Dec-23,47048128,MP03,POS,Not Available,0,-18
32792,23-Dec,31-Dec-23,47048812,MP03,POS,Not Available,0,-5.9
32792,23-Dec,31-Dec-23,47048863,MP03,POS,Not Available,0,-5
32792,23-Dec,31-Dec-23,47048864,MP03,POS,Not Available,0,-5
32792,23-Dec,31-Dec-23,47048865,MP03,POS,Not Available,0,-10
32792,23-Dec,31-Dec-23,47048934,MP03,POS,Not Available,0,-15.5
32792,23-Dec,31-Dec-23,47048953,MP03,POS,Not Available,0,-7.5
32792,23-Dec,31-Dec-23,47048956,MP03,POS,Not Available,0,-5.5
32792,23-Dec,31-Dec-23,47048958,MP03,POS,Not Available,0,-5
32792,23-Dec,31-Dec-23,47048969,MP03,POS,Not Available,0,-12
32792,23-Dec,31-Dec-23,47049070,MP03,POS,Not Available,0,-9
32792,23-Dec,31-Dec-23,47049283,WIFR,WEB,Not Available,50,-50
32805,23-Dec,01-Dec-23,46985222,WFER,WEB,Not Available,0,-50
32805,23-Dec,04-Dec-23,46988068,SCR,EFT,Not Available,50,0
32805,23-Dec,04-Dec-23,46988190,SO,EFT,Not Available,0,-50
32805,23-Dec,04-Dec-23,46988191,SO,EFT,Not Available,50,0
32805,23-Dec,04-Dec-23,46989730,WFER,WEB,Not Available,0,-50
32805,23-Dec,11-Dec-23,47004570,SCR,EFT,Not Available,50,0
32805,23-Dec,11-Dec-23,47004726,SO,EFT,Not Available,0,-50
32805,23-Dec,11-Dec-23,47004727,SO,EFT,Not Available,50,0
32805,23-Dec,18-Dec-23,47020363,SCR,EFT,Not Available,50,0
32805,23-Dec,18-Dec-23,47020499,SO,EFT,Not Available,0,-50
32805,23-Dec,18-Dec-23,47020500,SO,EFT,Not Available,50,0
32805,23-Dec,22-Dec-23,47034342,WFER,WEB,Not Available,0,-75
32805,23-Dec,28-Dec-23,47041388,SCR,EFT,Not Available,50,0
32805,23-Dec,28-Dec-23,47041521,SO,EFT,Not Available,0,-50
32805,23-Dec,28-Dec-23,47041522,SO,EFT,Not Available,50,0
32806,23-Dec,07-Dec-23,46995618,MP03,POS,Not Available,0,-10
32806,23-Dec,08-Dec-23,47000730,MP03,POS,Not Available,0,-6.5
32806,23-Dec,09-Dec-23,47002723,MP04,POS,Not Available,0,-60
32806,23-Dec,10-Dec-23,47003664,MP03,POS,Not Available,0,-49.97
32806,23-Dec,14-Dec-23,47010665,SCR,EFT,Not Available,98.44,0
32806,23-Dec,24-Dec-23,47036227,MP03,POS,Not Available,0,-41
32806,23-Dec,31-Dec-23,47048630,MP04,POS,Not Available,0,-8.99
32806,23-Dec,31-Dec-23,47048631,MP04,POS,Not Available,0,-18.99
32809,23-Dec,06-Dec-23,46992495,SD,EFT,Not Available,60,0
32809,23-Dec,13-Dec-23,47008581,SD,EFT,Not Available,60,0
32809,23-Dec,20-Dec-23,47024618,SD,EFT,Not Available,60,0
32809,23-Dec,27-Dec-23,47040012,SD,EFT,Not Available,60,0
32815,23-Dec,08-Dec-23,47001687,DBI,Not Available,Not Available,0,-12.5
32819,23-Dec,07-Dec-23,46994442,SD,EFT,Not Available,130,0
32819,23-Dec,14-Dec-23,47010360,SD,EFT,Not Available,130,0
32819,23-Dec,21-Dec-23,47026815,SD,EFT,Not Available,130,0
32819,23-Dec,28-Dec-23,47041101,SD,EFT,Not Available,130,0
32826,23-Dec,03-Dec-23,46987671,WBDB,WEB,Not Available,50,0
32826,23-Dec,04-Dec-23,46990140,XRS,EFT,Not Available,55,0
32826,23-Dec,10-Dec-23,47004182,WBDB,WEB,Not Available,50,0
32826,23-Dec,12-Dec-23,47006706,XRS,EFT,Not Available,55,0
32826,23-Dec,18-Dec-23,47020319,WBDB,WEB,Not Available,50,0
32826,23-Dec,19-Dec-23,47022667,XRS,EFT,Not Available,55,0
32826,23-Dec,24-Dec-23,47036789,WBDB,WEB,Not Available,50,0
32826,23-Dec,26-Dec-23,47038702,XRS,EFT,Not Available,55,0
32828,23-Dec,18-Dec-23,47022401,SCR,EFT,Not Available,45,0
32828,23-Dec,18-Dec-23,47022420,SO,EFT,Not Available,0,-45
32828,23-Dec,18-Dec-23,47022421,SO,EFT,Not Available,45,0
32829,23-Dec,27-Dec-23,47040013,SD,EFT,Not Available,40,0
32847,23-Dec,07-Dec-23,46996291,1,COUNTER,Not Available,20,0
32847,23-Dec,14-Dec-23,47011993,1,COUNTER,Not Available,20,0
32847,23-Dec,21-Dec-23,47028405,1,COUNTER,Not Available,20,0
32847,23-Dec,29-Dec-23,47047082,1,COUNTER,Not Available,20,0
32848,23-Dec,01-Dec-23,46984258,1,COUNTER,Not Available,5,0
32848,23-Dec,15-Dec-23,47017450,1,COUNTER,Not Available,10,0
32848,23-Dec,22-Dec-23,47034583,1,COUNTER,Not Available,10,0
32855,23-Dec,04-Dec-23,46988081,SCR,EFT,Not Available,85,0
32855,23-Dec,04-Dec-23,46988284,SO,EFT,Not Available,0,-85
32855,23-Dec,04-Dec-23,46988285,SO,EFT,Not Available,85,0
32855,23-Dec,11-Dec-23,47004564,SCR,EFT,Not Available,85,0
32855,23-Dec,11-Dec-23,47004712,SO,EFT,Not Available,0,-85
32855,23-Dec,11-Dec-23,47004713,SO,EFT,Not Available,85,0
32855,23-Dec,18-Dec-23,47020409,SCR,EFT,Not Available,85,0
32855,23-Dec,18-Dec-23,47020569,SO,EFT,Not Available,0,-85
32855,23-Dec,18-Dec-23,47020570,SO,EFT,Not Available,85,0
32855,23-Dec,28-Dec-23,47041475,SCR,EFT,Not Available,85,0
32855,23-Dec,28-Dec-23,47041637,SO,EFT,Not Available,0,-85
32855,23-Dec,28-Dec-23,47041638,SO,EFT,Not Available,85,0
32856,23-Dec,01-Dec-23,46981401,SD,EFT,Not Available,10,0
32856,23-Dec,08-Dec-23,46998366,SD,EFT,Not Available,10,0
32856,23-Dec,15-Dec-23,47013992,SD,EFT,Not Available,10,0
32856,23-Dec,22-Dec-23,47030598,SD,EFT,Not Available,10,0
32856,23-Dec,29-Dec-23,47043899,SD,EFT,Not Available,10,0
32869,23-Dec,26-Dec-23,47038703,XRS,EFT,Not Available,210,0
32872,23-Dec,01-Dec-23,46985496,N,COUNTER,Not Available,0,"-1,500.00"
32872,23-Dec,12-Dec-23,47007825,N,COUNTER,Not Available,0,"-1,500.00"
32872,23-Dec,14-Dec-23,47010842,SCR,EFT,Not Available,"2,307.70",0
32872,23-Dec,14-Dec-23,47011199,SO,EFT,Not Available,0,"-2,307.70"
32872,23-Dec,14-Dec-23,47011200,SO,EFT,Not Available,"2,307.70",0
32872,23-Dec,21-Dec-23,47029646,NCU,COUNTER,Not Available,0,"-1,500.00"
32872,23-Dec,27-Dec-23,47040142,SCR,EFT,Not Available,"3,947.04",0
32872,23-Dec,27-Dec-23,47040203,SO,EFT,Not Available,0,"-3,947.04"
32872,23-Dec,27-Dec-23,47040204,SO,EFT,Not Available,"3,947.04",0
32875,23-Dec,25-Dec-23,47037406,SD,EFT,Not Available,300,0
32876,23-Dec,04-Dec-23,46989717,1,COUNTER,Not Available,540,0
32876,23-Dec,06-Dec-23,46992496,SD,EFT,Not Available,30,0
32876,23-Dec,13-Dec-23,47008582,SD,EFT,Not Available,30,0
32876,23-Dec,13-Dec-23,47009890,1,COUNTER,Not Available,300,0
32876,23-Dec,20-Dec-23,47024619,SD,EFT,Not Available,30,0
32876,23-Dec,27-Dec-23,47040014,SD,EFT,Not Available,30,0
32879,23-Dec,04-Dec-23,46987908,SD,EFT,Not Available,500,0
32885,23-Dec,02-Dec-23,46986022,MP04,POS,Not Available,0,-27.45
32885,23-Dec,03-Dec-23,46986856,MP04,POS,Not Available,0,-19.3
32885,23-Dec,03-Dec-23,46987071,MP04,POS,Not Available,0,-21.9
32885,23-Dec,06-Dec-23,46992830,MP04,POS,Not Available,0,-45.76
32885,23-Dec,07-Dec-23,46995994,SCR,EFT,Not Available,150,0
32885,23-Dec,09-Dec-23,47003041,MP04,POS,Not Available,0,-44.65
32885,23-Dec,10-Dec-23,47003539,MP04,POS,Not Available,0,-31.21
32885,23-Dec,13-Dec-23,47008883,MP04,POS,Not Available,0,-67.63
32885,23-Dec,16-Dec-23,47018267,MP04,POS,Not Available,0,-11.99
32885,23-Dec,25-Dec-23,47037769,DBRF,MISC,Not Available,27.45,0
32885,23-Dec,28-Dec-23,47041708,MP04,POS,Not Available,0,-10.39
32885,23-Dec,28-Dec-23,47041709,MP35,DBUS,Not Available,0,-0.21
32887,23-Dec,06-Dec-23,46993987,DCT,Not Available,Not Available,100,0
32888,23-Dec,07-Dec-23,46994443,SD,EFT,Not Available,50,0
32888,23-Dec,14-Dec-23,47010361,SD,EFT,Not Available,50,0
32888,23-Dec,21-Dec-23,47026816,SD,EFT,Not Available,50,0
32888,23-Dec,28-Dec-23,47041102,SD,EFT,Not Available,50,0
32891,23-Dec,04-Dec-23,46987909,SD,EFT,Not Available,250,0
32897,23-Dec,06-Dec-23,46992497,SD,EFT,Not Available,10,0
32897,23-Dec,13-Dec-23,47008583,SD,EFT,Not Available,10,0
32897,23-Dec,20-Dec-23,47024620,SD,EFT,Not Available,10,0
32897,23-Dec,27-Dec-23,47040015,SD,EFT,Not Available,10,0
32901,23-Dec,01-Dec-23,46985189,SCR,EFT,Not Available,62.96,0
32901,23-Dec,04-Dec-23,46988452,MP03,POS,Not Available,0,-5
32901,23-Dec,04-Dec-23,46988605,MP04,POS,Not Available,0,-2.99
32901,23-Dec,04-Dec-23,46989679,N,COUNTER,Not Available,0,-160
32901,23-Dec,05-Dec-23,46991585,MP03,POS,Not Available,0,-1.8
32901,23-Dec,05-Dec-23,46991589,MP03,POS,Not Available,0,-3
32901,23-Dec,06-Dec-23,46993120,MP03,POS,Not Available,0,-2
32901,23-Dec,06-Dec-23,46993453,1,COUNTER,Not Available,0,-20
32901,23-Dec,06-Dec-23,46993457,N,COUNTER,Not Available,5,-5
32901,23-Dec,08-Dec-23,47001856,SCR,EFT,Not Available,62.97,0
32901,23-Dec,10-Dec-23,47003561,MP03,POS,Not Available,0,-8.45
32901,23-Dec,10-Dec-23,47003878,MP03,POS,Not Available,0,-2
32901,23-Dec,11-Dec-23,47005631,MP03,POS,Not Available,0,-43.15
32901,23-Dec,13-Dec-23,47008810,MP04,POS,Not Available,0,-4.49
32901,23-Dec,13-Dec-23,47008851,MP02,ATM TRANSACTIONS,Not Available,0,-10
32901,23-Dec,15-Dec-23,47017577,SCR,EFT,Not Available,62.96,0
32901,23-Dec,17-Dec-23,47019948,MP02,ATM TRANSACTIONS,Not Available,0,-60
32901,23-Dec,22-Dec-23,47034493,SCR,EFT,Not Available,151.11,0
32901,23-Dec,25-Dec-23,47037835,MP04,POS,Not Available,0,-42.77
32901,23-Dec,25-Dec-23,47038275,MP03,POS,Not Available,0,-10
32901,23-Dec,26-Dec-23,47038952,MP03,POS,Not Available,0,-21
32901,23-Dec,26-Dec-23,47038969,MP03,POS,Not Available,0,-10.05
32901,23-Dec,26-Dec-23,47038992,MP03,POS,Not Available,0,-1.2
32901,23-Dec,26-Dec-23,47039411,MP03,POS,Not Available,0,-29
32901,23-Dec,26-Dec-23,47039518,MP03,POS,Not Available,0,-2
32901,23-Dec,26-Dec-23,47039576,MP03,POS,Not Available,0,-11.1
32901,23-Dec,26-Dec-23,47039791,MP03,POS,Not Available,0,-10.4
32901,23-Dec,27-Dec-23,47040294,MP03,POS,Not Available,0,-8.9
32901,23-Dec,28-Dec-23,47041687,MP04,POS,Not Available,0,-5.49
32901,23-Dec,28-Dec-23,47041807,MP03,POS,Not Available,0,-2
32901,23-Dec,31-Dec-23,47049261,DBRF,MISC,Not Available,12.59,0
32903,23-Dec,14-Dec-23,47012203,1,COUNTER,Not Available,10,0
32903,23-Dec,21-Dec-23,47028651,1,COUNTER,Not Available,10,0
32904,23-Dec,04-Dec-23,46988096,SCR,EFT,Not Available,85,0
32904,23-Dec,04-Dec-23,46988144,SO,EFT,Not Available,0,-85
32904,23-Dec,04-Dec-23,46988145,SO,EFT,Not Available,85,0
32904,23-Dec,11-Dec-23,47004554,SCR,EFT,Not Available,85,0
32904,23-Dec,11-Dec-23,47004696,SO,EFT,Not Available,0,-85
32904,23-Dec,11-Dec-23,47004697,SO,EFT,Not Available,85,0
32904,23-Dec,18-Dec-23,47020365,SCR,EFT,Not Available,85,0
32904,23-Dec,18-Dec-23,47020503,SO,EFT,Not Available,0,-85
32904,23-Dec,18-Dec-23,47020504,SO,EFT,Not Available,85,0
32904,23-Dec,28-Dec-23,47041406,SCR,EFT,Not Available,85,0
32904,23-Dec,28-Dec-23,47041553,SO,EFT,Not Available,0,-85
32904,23-Dec,28-Dec-23,47041554,SO,EFT,Not Available,85,0
32913,23-Dec,11-Dec-23,47006014,SCR,EFT,Not Available,520,0
32913,23-Dec,11-Dec-23,47006100,SO,EFT,Not Available,0,-520
32913,23-Dec,11-Dec-23,47006101,SO,EFT,Not Available,520,0
32913,23-Dec,24-Dec-23,47036646,WFER,WEB,Not Available,0,-200
32914,23-Dec,29-Dec-23,47044854,SCR,EFT,Not Available,500,0
32914,23-Dec,29-Dec-23,47044949,SO,EFT,Not Available,0,-500
32914,23-Dec,29-Dec-23,47044950,SO,EFT,Not Available,500,0
32917,23-Dec,07-Dec-23,46997648,1,COUNTER,Not Available,0,-300
32918,23-Dec,19-Dec-23,47023805,1,COUNTER,Not Available,20,0
32921,23-Dec,06-Dec-23,46992498,SD,EFT,Not Available,100,0
32924,23-Dec,07-Dec-23,46996041,SCR,EFT,Not Available,15,0
32924,23-Dec,07-Dec-23,46996050,SCR,EFT,Not Available,15,0
32924,23-Dec,07-Dec-23,46996220,SO,EFT,Not Available,0,-15
32924,23-Dec,07-Dec-23,46996221,SO,EFT,Not Available,15,0
32924,23-Dec,07-Dec-23,46996234,SO,EFT,Not Available,0,-15
32924,23-Dec,07-Dec-23,46996235,SO,EFT,Not Available,15,0
32924,23-Dec,14-Dec-23,47012795,SCR,EFT,Not Available,15,0
32924,23-Dec,14-Dec-23,47012856,SO,EFT,Not Available,0,-15
32924,23-Dec,14-Dec-23,47012857,SO,EFT,Not Available,15,0
32924,23-Dec,21-Dec-23,47028972,SCR,EFT,Not Available,15,0
32924,23-Dec,21-Dec-23,47029064,SCR,EFT,Not Available,15,0
32924,23-Dec,21-Dec-23,47029194,SO,EFT,Not Available,0,-15
32924,23-Dec,21-Dec-23,47029195,SO,EFT,Not Available,15,0
32924,23-Dec,21-Dec-23,47029208,SO,EFT,Not Available,0,-15
32924,23-Dec,21-Dec-23,47029209,SO,EFT,Not Available,15,0
32924,23-Dec,28-Dec-23,47042186,SCR,EFT,Not Available,15,0
32924,23-Dec,28-Dec-23,47042443,SO,EFT,Not Available,0,-15
32924,23-Dec,28-Dec-23,47042444,SO,EFT,Not Available,15,0
32930,23-Dec,01-Dec-23,46985421,1,COUNTER,Not Available,3,0
32930,23-Dec,06-Dec-23,46993878,1,COUNTER,Not Available,3,0
32930,23-Dec,29-Dec-23,47047328,1,COUNTER,Not Available,3,0
32931,23-Dec,01-Dec-23,46981737,SD,EFT,Not Available,10,0
32931,23-Dec,08-Dec-23,46998664,SD,EFT,Not Available,10,0
32931,23-Dec,15-Dec-23,47014297,SD,EFT,Not Available,10,0
32931,23-Dec,22-Dec-23,47030895,SD,EFT,Not Available,10,0
32931,23-Dec,29-Dec-23,47044203,SD,EFT,Not Available,10,0
32933,23-Dec,18-Dec-23,47020233,SD,EFT,Not Available,222,0
32933,23-Dec,28-Dec-23,47042149,SCR,EFT,Not Available,50,0
32933,23-Dec,28-Dec-23,47042387,SO,EFT,Not Available,0,-50
32933,23-Dec,28-Dec-23,47042388,SO,EFT,Not Available,50,0
32935,23-Dec,06-Dec-23,46993198,WBDB,WEB,Not Available,100,0
32935,23-Dec,13-Dec-23,47009323,WBDB,WEB,Not Available,100,0
32935,23-Dec,21-Dec-23,47028710,WBDB,WEB,Not Available,100,0
32935,23-Dec,28-Dec-23,47042099,WBDB,WEB,Not Available,100,0
32939,23-Dec,01-Dec-23,46985429,WBDB,WEB,Not Available,30,0
32939,23-Dec,04-Dec-23,46987986,SF,EFT,Not Available,80,0
32939,23-Dec,08-Dec-23,47000326,WBDB,WEB,Not Available,10,0
32939,23-Dec,08-Dec-23,47000848,WBDB,WEB,Not Available,30,0
32939,23-Dec,15-Dec-23,47016692,WBDB,WEB,Not Available,10,0
32944,23-Dec,11-Dec-23,47006370,1,COUNTER,Not Available,"3,439.35",0
32945,23-Dec,04-Dec-23,46990110,WFER,WEB,Not Available,0,-110
32945,23-Dec,04-Dec-23,46990111,WFER,WEB,Not Available,0,-40
32948,23-Dec,01-Dec-23,46984006,MP02,ATM TRANSACTIONS,Not Available,0,-100
32948,23-Dec,04-Dec-23,46988782,MP03,POS,Not Available,0,-6.8
32948,23-Dec,05-Dec-23,46991258,MP03,POS,Not Available,0,-3
32948,23-Dec,05-Dec-23,46991266,MP03,POS,Not Available,0,-12
32948,23-Dec,11-Dec-23,47004969,MP03,POS,Not Available,0,-6.7
32948,23-Dec,12-Dec-23,47007244,MP03,POS,Not Available,0,-5.85
32948,23-Dec,12-Dec-23,47007261,MP03,POS,Not Available,0,-5.3
32948,23-Dec,12-Dec-23,47007333,MP03,POS,Not Available,0,-20
32948,23-Dec,12-Dec-23,47007491,MP03,POS,Not Available,0,-4.15
32948,23-Dec,12-Dec-23,47007679,MP03,POS,Not Available,0,-18
32948,23-Dec,13-Dec-23,47008977,MP03,POS,Not Available,0,-4.7
32948,23-Dec,13-Dec-23,47009026,MP03,POS,Not Available,0,-40
32948,23-Dec,13-Dec-23,47009172,MP03,POS,Not Available,0,-16
32948,23-Dec,14-Dec-23,47011697,MP04,POS,Not Available,0,-7.9
32948,23-Dec,14-Dec-23,47011717,MP03,POS,Not Available,0,-2
32948,23-Dec,15-Dec-23,47015593,MP03,POS,Not Available,0,-4.6
32948,23-Dec,16-Dec-23,47018922,MP03,POS,Not Available,0,-13
32948,23-Dec,17-Dec-23,47019204,MP03,POS,Not Available,0,-4.5
32948,23-Dec,17-Dec-23,47019797,MP03,POS,Not Available,0,-7.75
32948,23-Dec,18-Dec-23,47020727,MP03,POS,Not Available,0,-5.27
32948,23-Dec,18-Dec-23,47020947,MP03,POS,Not Available,0,-15
32948,23-Dec,18-Dec-23,47022392,N,COUNTER,Not Available,"1,000.00",0
32948,23-Dec,20-Dec-23,47025015,MP03,POS,Not Available,0,-4.55
32948,23-Dec,20-Dec-23,47025148,MP04,POS,Not Available,0,-14.99
32948,23-Dec,20-Dec-23,47025290,MP03,POS,Not Available,0,-6.85
32948,23-Dec,21-Dec-23,47028197,MP03,POS,Not Available,0,-0.55
32948,23-Dec,21-Dec-23,47028262,MP04,POS,Not Available,0,-102.5
32948,23-Dec,23-Dec-23,47035639,MP03,POS,Not Available,0,-10
32948,23-Dec,24-Dec-23,47036207,MP03,POS,Not Available,0,-5.75
32948,23-Dec,25-Dec-23,47037698,MP03,POS,Not Available,0,-1.35
32948,23-Dec,25-Dec-23,47037990,MP03,POS,Not Available,0,-0.83
32948,23-Dec,29-Dec-23,47045299,MP03,POS,Not Available,0,-23.55
32948,23-Dec,31-Dec-23,47048642,MP04,POS,Not Available,0,-49.13
32951,23-Dec,07-Dec-23,46994444,SD,EFT,Not Available,100,0
32951,23-Dec,21-Dec-23,47026817,SD,EFT,Not Available,100,0
32952,23-Dec,13-Dec-23,47009813,1,COUNTER,Not Available,0,"-2,000.00"
32957,23-Dec,01-Dec-23,46984316,4,COUNTER,Not Available,30,0
32957,23-Dec,08-Dec-23,47001589,4,COUNTER,Not Available,60,0
32957,23-Dec,22-Dec-23,47034302,4,COUNTER,Not Available,30,0
32959,23-Dec,06-Dec-23,46992818,MP04,POS,Not Available,0,-37.23
32959,23-Dec,06-Dec-23,46993343,MP04,POS,Not Available,0,-17.44
32959,23-Dec,07-Dec-23,46995479,MP04,POS,Not Available,0,-45
32959,23-Dec,07-Dec-23,46996975,SCR,EFT,Not Available,223.88,0
32959,23-Dec,07-Dec-23,46997098,SO,EFT,Not Available,0,-223.88
32959,23-Dec,07-Dec-23,46997099,SO,EFT,Not Available,223.88,0
32959,23-Dec,08-Dec-23,47000135,MP04,POS,Not Available,0,-25
32959,23-Dec,14-Dec-23,47011220,SCR,EFT,Not Available,223.87,0
32959,23-Dec,14-Dec-23,47011226,SO,EFT,Not Available,0,-223.87
32959,23-Dec,14-Dec-23,47011227,SO,EFT,Not Available,223.87,0
32959,23-Dec,16-Dec-23,47018207,MP03,POS,Not Available,0,-6.35
32959,23-Dec,20-Dec-23,47025080,MP03,POS,Not Available,0,-10.95
32959,23-Dec,21-Dec-23,47029282,SCR,EFT,Not Available,447.75,0
32959,23-Dec,21-Dec-23,47029434,SO,EFT,Not Available,0,-447.75
32959,23-Dec,21-Dec-23,47029435,SO,EFT,Not Available,447.75,0
32959,23-Dec,24-Dec-23,47036511,MP03,POS,Not Available,0,-8.85
32959,23-Dec,24-Dec-23,47036528,MP04,POS,Not Available,0,-114.89
32959,23-Dec,26-Dec-23,47038905,MP03,POS,Not Available,0,-12.1
32959,23-Dec,26-Dec-23,47039253,MP04,POS,Not Available,0,-94.99
32959,23-Dec,29-Dec-23,47045517,MP03,POS,Not Available,0,-34.94
32959,23-Dec,30-Dec-23,47048319,MP03,POS,Not Available,0,-16.8
32959,23-Dec,31-Dec-23,47048574,MP03,POS,Not Available,0,-2.75
32961,23-Dec,07-Dec-23,46994716,SCR,EFT,Not Available,80,0
32961,23-Dec,07-Dec-23,46995025,SO,EFT,Not Available,0,-80
32961,23-Dec,07-Dec-23,46995026,SO,EFT,Not Available,80,0
32961,23-Dec,14-Dec-23,47010759,SCR,EFT,Not Available,80,0
32961,23-Dec,14-Dec-23,47011025,SO,EFT,Not Available,0,-80
32961,23-Dec,14-Dec-23,47011026,SO,EFT,Not Available,80,0
32961,23-Dec,21-Dec-23,47027250,SCR,EFT,Not Available,80,0
32961,23-Dec,21-Dec-23,47027523,SO,EFT,Not Available,0,-80
32961,23-Dec,21-Dec-23,47027524,SO,EFT,Not Available,80,0
32961,23-Dec,29-Dec-23,47044786,SCR,EFT,Not Available,80,0
32961,23-Dec,29-Dec-23,47045089,SO,EFT,Not Available,0,-80
32961,23-Dec,29-Dec-23,47045090,SO,EFT,Not Available,80,0
32962,23-Dec,01-Dec-23,46981738,SD,EFT,Not Available,50,0
32962,23-Dec,08-Dec-23,46998665,SD,EFT,Not Available,50,0
32962,23-Dec,15-Dec-23,47014298,SD,EFT,Not Available,50,0
32962,23-Dec,22-Dec-23,47030896,SD,EFT,Not Available,50,0
32962,23-Dec,29-Dec-23,47044204,SD,EFT,Not Available,50,0
32963,23-Dec,01-Dec-23,46981277,SD,EFT,Not Available,2,0
32963,23-Dec,01-Dec-23,46981739,SD,EFT,Not Available,20,0
32963,23-Dec,08-Dec-23,46998246,SD,EFT,Not Available,2,0
32963,23-Dec,08-Dec-23,46998666,SD,EFT,Not Available,20,0
32963,23-Dec,15-Dec-23,47013879,SD,EFT,Not Available,2,0
32963,23-Dec,15-Dec-23,47014299,SD,EFT,Not Available,20,0
32963,23-Dec,22-Dec-23,47030481,SD,EFT,Not Available,2,0
32963,23-Dec,22-Dec-23,47030897,SD,EFT,Not Available,20,0
32963,23-Dec,29-Dec-23,47043786,SD,EFT,Not Available,2,0
32963,23-Dec,29-Dec-23,47044205,SD,EFT,Not Available,20,0
32969,23-Dec,01-Dec-23,46981277,SD,EFT,Not Available,2,0
32969,23-Dec,08-Dec-23,46998246,SD,EFT,Not Available,2,0
32969,23-Dec,15-Dec-23,47013879,SD,EFT,Not Available,2,0
32969,23-Dec,22-Dec-23,47030481,SD,EFT,Not Available,2,0
32969,23-Dec,29-Dec-23,47043786,SD,EFT,Not Available,2,0
32970,23-Dec,01-Dec-23,46983426,SCR,EFT,Not Available,300,0
32970,23-Dec,01-Dec-23,46983754,SO,EFT,Not Available,0,-300
32970,23-Dec,01-Dec-23,46983755,SO,EFT,Not Available,300,0
32972,23-Dec,07-Dec-23,46997408,1,COUNTER,Not Available,"1,600.00",0
32972,23-Dec,20-Dec-23,47026279,1,COUNTER,Not Available,0,-500
32972,23-Dec,22-Dec-23,47033180,1,COUNTER,Not Available,0,-200
32975,23-Dec,04-Dec-23,46988915,SCR,EFT,Not Available,70,0
32975,23-Dec,04-Dec-23,46988983,SO,EFT,Not Available,0,-70
32975,23-Dec,04-Dec-23,46988984,SO,EFT,Not Available,70,0
32975,23-Dec,11-Dec-23,47005264,SCR,EFT,Not Available,70,0
32975,23-Dec,11-Dec-23,47005296,SO,EFT,Not Available,0,-70
32975,23-Dec,11-Dec-23,47005297,SO,EFT,Not Available,70,0
32975,23-Dec,14-Dec-23,47012236,N,COUNTER,Not Available,0,"-1,500.00"
32975,23-Dec,18-Dec-23,47021706,SCR,EFT,Not Available,70,0
32975,23-Dec,18-Dec-23,47021741,SO,EFT,Not Available,0,-70
32975,23-Dec,18-Dec-23,47021742,SO,EFT,Not Available,70,0
